geneID,Gene_name,Chr,Start,End,Gene_length
FBgn0011591,fng,3L,20925891,20949512,23621
FBgn0052432,CG32432,3L,20844332,20885188,40856
FBgn0027055,CSN3,3L,20839096,20841576,2480
FBgn0037026,CG3634,3L,20806868,20809272,2404
FBgn0027364,Six4,3L,20788886,20792777,3891
FBgn0037022,CG11396,3L,20786340,20788137,1797
FBgn0037021,Pcif1,3L,20780350,20786197,5847
FBgn0037019,Pex16,3L,20776766,20778264,1498
FBgn0037018,CG4042,3L,20770143,20771507,1364
FBgn0037017,CG4074,3L,20768207,20769500,1293
FBgn0045474,Gr77a,3L,20737569,20739430,1861
FBgn0037015,cmpy,3L,20712838,20719200,6362
FBgn0001320,kni,3L,20692330,20695378,3048
FBgn0037044,Pdss2,3L,21027915,21030141,2226
FBgn0028402,Polr3E,3L,21031825,21033561,1736
FBgn0026179,siz,3L,21034535,21075444,40909
FBgn0053284,CG33284,3L,21123753,21124884,1131
FBgn0037050,ICA69,3L,21131446,21133310,1864
FBgn0037057,CG10512,3L,21202920,21208092,5172
FBgn0037060,CG10508,3L,21210215,21216051,5836
FBgn0028427,Ilk,3L,21216901,21219240,2339
FBgn0004865,Eip78C,3L,21226609,21266503,39894
FBgn0037061,Trmt112,3L,21215995,21216839,844
FBgn0037059,CG10510,3L,21208148,21210084,1936
FBgn0053056,Targ2,3L,21198261,21203232,4971
FBgn0053054,Targ1,3L,21197411,21202882,5471
FBgn0041100,park,3L,21194754,21196853,2099
FBgn0024150,Ac78C,3L,21136447,21171930,35483
FBgn0037051,CG10565,3L,21133250,21136353,3103
FBgn0020294,ko,3L,21075581,21131159,55578
FBgn0053285,CG33285,3L,21088223,21088989,766
FBgn0037045,CG10584,3L,21030280,21031360,1080
FBgn0003415,skd,3L,20992814,21027434,34620
FBgn0053286,CG33286,3L,20970812,20974700,3888
FBgn0053287,CG33287,3L,20966766,20970663,3897
FBgn0037040,CG12983,3L,20962655,20966762,4107
FBgn0037071,CG7632,3L,21304697,21306197,1500
FBgn0037073,Tsr1,3L,21335215,21338232,3017
FBgn0052436,CG32436,3L,21344033,21355049,11016
FBgn0053288,CG33288,3L,21427790,21433066,5276
FBgn0005694,Aef1,3L,21433422,21438639,5217
FBgn0037087,CG7519,3L,21493083,21493907,824
FBgn0037090,Est-Q,3L,21501421,21503959,2538
FBgn0037092,M6,3L,21507852,21512749,4897
FBgn0037093,Cdk12,3L,21516306,21522684,6378
FBgn0037094,CG7611,3L,21523186,21528163,4977
FBgn0015283,Rpn10,3L,21537000,21538582,1582
FBgn0028663,VhaM9.7-b,3L,21539862,21541215,1353
FBgn0037101,CG7634,3L,21565426,21567785,2359
FBgn0052438,SMC5,3L,21569176,21573523,4347
FBgn0052441,EMC10,3L,21574131,21575874,1743
FBgn0037102,CRIF,3L,21568059,21568898,839
FBgn0037099,CG7173,3L,21555373,21558226,2853
FBgn0037098,Wnk,3L,21543850,21554928,11078
FBgn0029152,Mkrn1,3L,21529959,21533713,3754
FBgn0026371,SAK,3L,21512141,21515887,3746
FBgn0015239,Hr78,3L,21494019,21497494,3475
FBgn0037086,CG7202,3L,21491399,21492773,1374
FBgn0037085,Neu2,3L,21484891,21490586,5695
FBgn0014143,croc,3L,21474133,21476479,2346
FBgn0037082,CG5664,3L,21438628,21441363,2735
FBgn0037081,barc,3L,21420388,21433134,12746
FBgn0037078,CG12971,3L,21355100,21356495,1395
FBgn0037076,ebd2,3L,21344768,21349288,4520
FBgn0037074,Tbc1d8-9,3L,21337681,21343716,6035
FBgn0003042,Pc,3L,21306138,21318020,11882
FBgn0037070,CG11309,3L,21301785,21304658,2873
FBgn0037067,Cpr78Ca,3L,21291860,21292800,940
FBgn0037065,CG12974,3L,21281752,21285962,4210
FBgn0027945,ppl,3L,21280491,21281506,1015
FBgn0037064,CG9389,3L,21268392,21270580,2188
FBgn0037063,CG9391,3L,21266680,21268335,1655
FBgn0037106,CG11307,3L,21617623,21619873,2250
FBgn0037108,Alg11,3L,21625806,21628571,2765
FBgn0037110,ORMDL,3L,21635305,21636251,946
FBgn0043783,CG32444,3L,21636947,21639060,2113
FBgn0052445,CG32445,3L,21639359,21640710,1351
FBgn0052446,Atox1,3L,21640995,21642599,1604
FBgn0037115,CG11249,3L,21672139,21674518,2379
FBgn0037117,CG11248,3L,21680050,21683231,3181
FBgn0037121,Polr2H,3L,21728932,21729694,762
FBgn0037128,CG14572,3L,21741534,21742441,907
FBgn0037133,CG7370,3L,21769815,21771321,1506
FBgn0000560,eg,3L,21808703,21817600,8897
FBgn0022936,CycH,3L,21821997,21823309,1312
FBgn0037134,CG7407,3L,21823461,21824571,1110
FBgn0037135,eIF2A,3L,21824740,21827856,3116
FBgn0037138,P5CDh1,3L,21836665,21841356,4691
FBgn0046301,CG7148,3L,21830544,21832253,1709
FBgn0052448,CG32448,3L,21827774,21828480,706
FBgn0037130,Syn1,3L,21745359,21770534,25175
FBgn0037129,CG14565,3L,21743248,21744269,1021
FBgn0037127,CG14566,3L,21739479,21740309,830
FBgn0037126,CG14567,3L,21737706,21738430,724
FBgn0037120,CG11247,3L,21724326,21728806,4480
FBgn0052447,CG32447,3L,21690612,21706365,15753
FBgn0037116,Als2,3L,21674394,21679755,5361
FBgn0037109,MED1,3L,21628325,21634446,6121
FBgn0037107,CG7166,3L,21620000,21625647,5647
FBgn0037105,S1P,3L,21613797,21617376,3579
FBgn0037140,SLC22A,3L,21934704,21938636,3932
FBgn0037142,CG14562,3L,21942221,21949866,7645
FBgn0037143,CR7448,3L,21949825,21951550,1725
FBgn0037144,CG7458,3L,21955110,21958041,2931
FBgn0029091,Chs2,3L,21962401,21969964,7563
FBgn0037146,P5CS,3L,21972002,21984606,12604
FBgn0000045,Act79B,3L,21985210,21987190,1980
FBgn0004514,Oct-TyrR,3L,22035003,22065279,30276
FBgn0037149,CG14561,3L,22065907,22067216,1309
FBgn0000100,RpLP0,3L,22075867,22077487,1620
FBgn0037151,CG7130,3L,22075056,22075756,700
FBgn0037150,CG7133,3L,22073068,22074523,1455
FBgn0027532,CG7139,3L,22067270,22071848,4578
FBgn0037147,CG7140,3L,22026230,22028325,2095
FBgn0037141,PolH,3L,21938634,21941812,3178
FBgn0015075,Ddx1,3L,22263369,22266017,2648
FBgn0004179,Csp,3L,22267382,22273745,6363
FBgn0025702,Srpk79D,3L,22273985,22284335,10350
FBgn0027086,IleRS,3L,22288665,22292810,4145
FBgn0037164,CG11438,3L,22465619,22468076,2457
FBgn0037165,CG11437,3L,22468862,22469853,991
FBgn0037166,CG11426,3L,22470556,22473509,2953
FBgn0037167,CG11425,3L,22474795,22475792,997
FBgn0037163,laza,3L,22458816,22461131,2315
FBgn0004449,Ten-m,3L,22293044,22407863,114819
FBgn0011771,Hem,3L,22284354,22288195,3841
FBgn0037156,CG11523,3L,22265806,22266679,873
FBgn0028500,Rich,3L,22257749,22262921,5172
FBgn0037174,Jhbp6,3L,22669956,22680034,10078
FBgn0037176,CG14456,3L,22687222,22688288,1066
FBgn0037181,CG11370,3L,22712155,22713660,1505
FBgn0052452,CG32452,3L,22717728,22719943,2215
FBgn0037185,CG11367,3L,22728111,22733446,5335
FBgn0260481,CG32454,3L,22729766,22731600,1834
FBgn0037188,CG7369,3L,22741793,22748614,6821
FBgn0052451,SPoCk,3L,22749444,22787631,38187
FBgn0037191,CG14448,3L,22788439,22789247,808
FBgn0010830,l(3)04053,3L,22738602,22741388,2786
FBgn0037186,CG11241,3L,22732013,22738420,6407
FBgn0037184,CG14450,3L,22726234,22727789,1555
FBgn0037183,CG14451,3L,22721230,22722091,861
FBgn0037182,ArfGAP3,3L,22714313,22717577,3264
FBgn0037171,CG14459,3L,22573114,22637916,64802
FBgn0037195,CG11226,3L,22837068,22838170,1102
FBgn0053169,CG33169,3L,22863864,22864496,632
FBgn0037200,Nsun6,3L,22872200,22873702,1502
FBgn0037202,Ssl1,3L,22879089,22880963,1874
FBgn0037203,slif,3L,22881045,22893821,12776
FBgn0037205,BoYb,3L,22901912,22905470,3558
FBgn0037206,CG12768,3L,22910491,22923532,13041
FBgn0037207,Mes2,3L,22945657,22952248,6591
FBgn0044324,Chro,3L,22873702,22878984,5282
FBgn0010348,Arf1,3L,22868380,22872231,3851
FBgn0020518,snoRNA:Me28S-G764,3L,22869545,22869622,77
FBgn0037199,EMC4,3L,22867175,22868243,1068
FBgn0052459,CG32459,3L,22854583,22856059,1476
FBgn0052462,CG32462,3L,22852270,22853512,1242
FBgn0046878,Obp83cd,3R,6108134,6109733,1599
FBgn0037402,Vha14-2,3R,6122592,6124405,1813
FBgn0037405,CG1077,3R,6167483,6170309,2826
FBgn0037408,NPFR,3R,6187315,6195403,8088
FBgn0037409,Osi24,3R,6198811,6207678,8867
FBgn0037410,Osi2,3R,6209373,6213493,4120
FBgn0037411,Osi3,3R,6215832,6218199,2367
FBgn0027527,Osi6,3R,6234708,6237181,2473
FBgn0037414,Osi7,3R,6248994,6251683,2689
FBgn0037415,Osi8,3R,6255175,6256602,1427
FBgn0037416,Osi9,3R,6260211,6262105,1894
FBgn0037419,Osi12,3R,6278531,6282495,3964
FBgn0037421,CG15594,3R,6287733,6289824,2091
FBgn0037427,Osi17,3R,6311772,6327308,15536
FBgn0037412,Osi4,3R,6218318,6221781,3463
FBgn0046875,Obp83g,3R,6111671,6112302,631
FBgn0046876,Obp83ef,3R,6109642,6111034,1392
FBgn0026077,Gasp,3R,6088799,6100887,12088
FBgn0037398,CG15580,3R,6054712,6057536,2824
FBgn0037396,CtsL3,3R,6025826,6027238,1412
FBgn0037374,jagn,3R,5779315,5781308,1993
FBgn0037375,kat-60L1,3R,5781762,5787465,5703
FBgn0028690,Rpn5,3R,5789493,5791569,2076
FBgn0037377,Hpf1,3R,5791879,5793383,1504
FBgn0037379,CG10979,3R,5794705,5799994,5289
FBgn0037384,dgrn,3R,5824615,5826576,1961
FBgn0037386,CG1208,3R,5831639,5838782,7143
FBgn0037387,CG1213,3R,5841170,5846568,5398
FBgn0037388,CG14676,3R,5847220,5848177,957
FBgn0028436,ECSIT,3R,5856585,5857914,1329
FBgn0003261,Rm62,3R,6000426,6008579,8153
FBgn0010403,Obp83b,3R,5976177,5976817,640
FBgn0011281,Obp83a,3R,5972155,5975245,3090
FBgn0037391,CG2017,3R,5858083,5862405,4322
FBgn0029088,disp,3R,5849697,5856311,6614
FBgn0037383,Sec20,3R,5822026,5824532,2506
FBgn0037382,Hpr1,3R,5818794,5821440,2646
FBgn0037378,PSMG1,3R,5793308,5794317,1009
FBgn0037376,Hat1,3R,5787337,5789384,2047
FBgn0037372,Dcps,3R,5753318,5754774,1456
FBgn0037329,POLDIP2,3R,5467778,5469566,1788
FBgn0011715,Snr1,3R,5470926,5472754,1828
FBgn0037332,Hcs,3R,5474899,5485393,10494
FBgn0051550,CG31550,3R,5485543,5489489,3946
FBgn0010051,Itpr,3R,5517117,5539411,22294
FBgn0037338,Snm1,3R,5555084,5557786,2702
FBgn0037341,CG12746,3R,5564865,5567435,2570
FBgn0041191,Rheb,3R,5568921,5570491,1570
FBgn0037345,PolZ2,3R,5588873,5589703,830
FBgn0037347,SecS,3R,5601433,5603185,1752
FBgn0019637,Atu,3R,5613358,5615939,2581
FBgn0037351,RpL13A,3R,5624474,5625947,1473
FBgn0051549,CG31549,3R,5632192,5633321,1129
FBgn0037354,CG12171,3R,5633627,5634640,1013
FBgn0037356,CG12170,3R,5637234,5638657,1423
FBgn0037359,MED27,3R,5655139,5656336,1197
FBgn0046222,Wdr33,3R,5660635,5665169,4534
FBgn0037363,Atg17,3R,5669713,5679930,10217
FBgn0037368,CG1239,3R,5733513,5734702,1189
FBgn0037370,CG1236,3R,5736748,5738013,1265
FBgn0027497,Madm,3R,5742510,5747138,4628
FBgn0037371,Sym,3R,5738178,5742476,4298
FBgn0037369,CG2100,3R,5734698,5736355,1657
FBgn0037365,CG2104,3R,5690891,5693286,2395
FBgn0037364,Rab23,3R,5680054,5685434,5380
FBgn0010772,Xe7,3R,5665139,5669334,4195
FBgn0037360,CG2182,3R,5656236,5659912,3676
FBgn0037358,elm,3R,5652640,5654861,2221
FBgn0027951,MTA1-like,3R,5638655,5648738,10083
FBgn0051548,CG31548,3R,5635901,5636852,951
FBgn0051546,CG31546,3R,5634626,5635624,998
FBgn0044823,Spec2,3R,5616644,5624125,7481
FBgn0037350,Dph4,3R,5622119,5624125,2006
FBgn0017550,Rga,3R,5607275,5613112,5837
FBgn0014366,noi,3R,5589601,5591459,1858
FBgn0037344,CG2926,3R,5579301,5588380,9079
FBgn0037342,CG2931,3R,5567502,5568615,1113
FBgn0037340,CG14671,3R,5563977,5564815,838
FBgn0037339,Pi4KIIalpha,3R,5557663,5563652,5989
FBgn0037336,CG2519,3R,5539510,5547775,8265
FBgn0010399,Nmdar1,3R,5508842,5523328,14486
FBgn0051547,NKCC,3R,5489505,5502702,13197
FBgn0015402,ksr,3R,5478390,5483906,5516
FBgn0025825,HDAC3,3R,5472810,5474600,1790
FBgn0037330,mRpL44,3R,5469463,5470636,1173
FBgn0037328,RpL35A,3R,5465630,5467101,1471
FBgn0037327,PEK,3R,5458563,5464753,6190
FBgn0037295,dpr16,3R,5150908,5170121,19213
FBgn0037294,CG12590,3R,5159612,5160901,1289
FBgn0037297,CG1116,3R,5219657,5221548,1891
FBgn0037299,Vps37B,3R,5226158,5227526,1368
FBgn0037301,Mms19,3R,5232543,5236288,3745
FBgn0037304,CG1113,3R,5253153,5255403,2250
FBgn0037310,Tim17b1,3R,5300145,5301186,1041
FBgn0051542,CG31542,3R,5369540,5371744,2204
FBgn0003275,Polr2F,3R,5371795,5372397,602
FBgn0037324,Orco,3R,5407183,5412406,5223
FBgn0037323,CG2663,3R,5400594,5404135,3541
FBgn0037322,Or83a,3R,5397643,5399196,1553
FBgn0001311,kkv,3R,5378093,5392866,14773
FBgn0037315,Cerk,3R,5358873,5368306,9433
FBgn0037312,CG11999,3R,5353717,5354747,1030
FBgn0051538,CG31538,3R,5275678,5277835,2157
FBgn0037307,Tim17a2,3R,5258336,5262692,4356
FBgn0037305,Enoph,3R,5255444,5256681,1237
FBgn0260462,CtsF,3R,5237651,5251745,14094
FBgn0053293,CG33293,3R,5240014,5240735,721
FBgn0040208,Kat60,3R,5227289,5232209,4920
FBgn0037298,CG2604,3R,5221632,5223365,1733
FBgn0037296,Prosbeta2R2,3R,5217751,5219528,1777
FBgn0004913,Gnf1,3R,4906622,4910081,3459
FBgn0037290,Jhbp1,3R,4965445,4968485,3040
FBgn0037293,RabGGTa,3R,5128087,5129939,1852
FBgn0010313,corto,3R,5077779,5087072,9293
FBgn0037292,plh,3R,4986500,5011031,24531
FBgn0037291,CG14662,3R,4981999,4984232,2233
FBgn0037288,Jhbp3,3R,4953506,4955252,1746
FBgn0004436,Ubc6,3R,4948755,4952682,3927
FBgn0037262,MED31,3R,4641963,4643292,1329
FBgn0037263,slx1,3R,4641963,4644636,2673
FBgn0037265,spartin,3R,4654800,4657985,3185
FBgn0010750,atms,3R,4750035,4777490,27455
FBgn0037279,Gmppb,3R,4811444,4816025,4581
FBgn0037280,BBS5,3R,4816318,4817776,1458
FBgn0037282,CG14657,3R,4817980,4821432,3452
FBgn0026417,Hus1-like,3R,4808336,4812096,3760
FBgn0037276,Ccdc39,3R,4781120,4784722,3602
FBgn0037275,CG14655,3R,4777497,4780302,2805
FBgn0027570,Nep2,3R,4719458,4731878,12420
FBgn0037270,eIF3f1,3R,4712882,4714182,1300
FBgn0040466,Dlip2,3R,4644649,4645655,1006
FBgn0037261,CG9775,3R,4638010,4641838,3828
FBgn0027930,MP1,3R,4307908,4309835,1927
FBgn0037232,Suv3,3R,4311555,4315398,3843
FBgn0040687,CG14645,3R,4335098,4335506,408
FBgn0037235,CG1103,3R,4337755,4339914,2159
FBgn0037238,CG1090,3R,4359883,4366855,6972
FBgn0037239,Sfxn1-3,3R,4378600,4381210,2610
FBgn0037240,Cont,3R,4381306,4387018,5712
FBgn0003882,tub,3R,4387742,4389813,2071
FBgn0037241,CG14646,3R,4390366,4392111,1745
FBgn0037244,CG14647,3R,4400510,4402017,1507
FBgn0051528,CG31528,3R,4416438,4417665,1227
FBgn0037250,CG1074,3R,4433965,4436175,2210
FBgn0037252,CG14650,3R,4437387,4441328,3941
FBgn0037254,sac,3R,4480812,4484215,3403
FBgn0037255,Fip1,3R,4485008,4487677,2669
FBgn0051523,CG31523,3R,4465421,4479207,13786
FBgn0051522,CG31522,3R,4441415,4462883,21468
FBgn0037251,Lipt2,3R,4436222,4437329,1107
FBgn0037249,eIF3a,3R,4429798,4433895,4097
FBgn0037248,srl,3R,4422483,4429335,6852
FBgn0052944,CG32944,3R,4407227,4419578,12351
FBgn0037242,March5,3R,4395979,4397875,1896
FBgn0037236,Skp2,3R,4334879,4337674,2795
FBgn0037231,Vps24,3R,4307435,4310947,3512
FBgn0037230,Nepl11,3R,4292274,4294840,2566
FBgn0037213,CG12581,3R,4174632,4186751,12119
FBgn0037215,beta-Man,3R,4197206,4204572,7366
FBgn0037218,aux,3R,4211783,4227518,15735
FBgn0015331,abs,3R,4233047,4235041,1994
FBgn0010225,Gel,3R,4235217,4241057,5840
FBgn0037223,TwdlU,3R,4243606,4245511,1905
FBgn0037227,TwdlV,3R,4254708,4255833,1125
FBgn0037228,CG1092,3R,4266770,4268316,1546
FBgn0037229,flip,3R,4269221,4277928,8707
FBgn0037225,TwdlG,3R,4248723,4251341,2618
FBgn0037220,CG14641,3R,4230779,4232342,1563
FBgn0051516,CG31516,3R,4218463,4220130,1667
FBgn0037217,CG14636,3R,4204493,4215314,10821
FBgn0000500,Dsk,3R,4189692,4190260,568
FBgn0031670,SelT,2L,5010922,5012127,1205
FBgn0000299,Col4a1,2L,5029609,5037279,7670
FBgn0260470,SP555,2L,5037709,5040818,3109
FBgn0031676,senju,2L,5052843,5054575,1732
FBgn0031682,CG5828,2L,5093976,5095910,1934
FBgn0031683,CG4230,2L,5096227,5099294,3067
FBgn0031684,ND-13A,2L,5099177,5100288,1111
FBgn0031681,Pgant5,2L,5072170,5093592,21422
FBgn0028694,Rpn11,2L,5058404,5059790,1386
FBgn0031678,Nepl3,2L,5055982,5058248,2266
FBgn0022023,eIF3h,2L,5051193,5053094,1901
FBgn0031675,CG9121,2L,5047818,5051062,3244
FBgn0031673,CG31650,2L,5040648,5044712,4064
FBgn0016075,vkg,2L,5012144,5028191,16047
FBgn0031668,CG31917,2L,5009931,5010834,903
FBgn0053113,Rtnl1,2L,4992808,5009720,16912
FBgn0046776,CR14033,2L,5242699,5244239,1540
FBgn0031693,Cyp4ac1,2L,5264001,5265899,1898
FBgn0031694,Cyp4ac2,2L,5266392,5268455,2063
FBgn0031695,Cyp4ac3,2L,5268498,5270329,1831
FBgn0031696,Bub1,2L,5278865,5283283,4418
FBgn0016076,vri,2L,5288944,5311223,22279
FBgn0015031,cype,2L,5327227,5327969,742
FBgn0031701,TotM,2L,5329857,5330464,607
FBgn0016920,nompC,2L,5346200,5365760,19560
FBgn0016660,H15,2L,5404280,5416593,12313
FBgn0031703,Acsf2,2L,5339132,5342234,3102
FBgn0031702,fusl,2L,5330470,5338073,7603
FBgn0031700,CG14022,2L,5327975,5328879,904
FBgn0031698,Ncoa6,2L,5315290,5326683,11393
FBgn0031697,CG14024,2L,5311311,5314895,3584
FBgn0000228,Nin,2L,5271728,5278548,6820
FBgn0003716,tkv,2L,5219000,5271384,52384
FBgn0031707,CG14020,2L,5517737,5518949,1212
FBgn0000318,cl,2L,5520135,5521382,1247
FBgn0031711,Elp4,2L,5524139,5525809,1670
FBgn0051989,Cap-D3,2L,5525905,5535958,10053
FBgn0051648,Cox11,2L,5526957,5527854,897
FBgn0051915,CG31915,2L,5528123,5530682,2559
FBgn0002525,Lam,2L,5542480,5546642,4162
FBgn0031717,Oscillin,2L,5547086,5549614,2528
FBgn0031721,CG14017,2L,5553897,5555137,1240
FBgn0004620,GluRIIA,2L,5555072,5558994,3922
FBgn0031724,CG18266,2L,5596833,5598636,1803
FBgn0031728,Hsp60C,2L,5662849,5670838,7989
FBgn0051646,DIP-theta,2L,5626291,5658560,32269
FBgn0031725,DIP-eta,2L,5601723,5617946,16223
FBgn0031723,CG7251,2L,5587115,5588414,1299
FBgn0014189,Hel25E,2L,5539326,5542314,2988
FBgn0031716,CG14015,2L,5536850,5539196,2346
FBgn0031713,Coq6,2L,5530620,5532223,1603
FBgn0031710,Vps52,2L,5521281,5523898,2617
FBgn0031708,CG7382,2L,5518893,5519896,1003
FBgn0031730,CG7236,2L,5706374,5713791,7417
FBgn0024191,sip1,2L,5721051,5723944,2893
FBgn0031736,CG11030,2L,5724656,5762420,37764
FBgn0031735,CG11029,2L,5746157,5747961,1804
FBgn0051912,asRNA:CR31912,2L,5769752,5771537,1785
FBgn0031740,CG7239,2L,5802220,5804030,1810
FBgn0031741,CG11034,2L,5805395,5809063,3668
FBgn0031746,CG9029,2L,5886002,5886609,607
FBgn0043362,bchs,2L,5907169,5922776,15607
FBgn0015381,dsf,2L,5925937,5939261,13324
FBgn0001128,Gpdh1,2L,5943643,5948968,5325
FBgn0031752,CG9044,2L,5949450,5955235,5785
FBgn0031753,CG13999,2L,5955312,5956466,1154
FBgn0031751,CG9016,2L,5922876,5923653,777
FBgn0031745,rau,2L,5859769,5879498,19729
FBgn0051644,COX6CL,2L,5817890,5818443,553
FBgn0031739,CG14005,2L,5800517,5801975,1458
FBgn0031738,CG9171,2L,5767002,5800253,33251
FBgn0031737,obst-E,2L,5762553,5766142,3589
FBgn0031734,CG11147,2L,5733675,5741244,7569
FBgn0031733,CG14006,2L,5726415,5728811,2396
FBgn0031731,CG14007,2L,5715349,5716680,1331
FBgn0001942,eIF4A,2L,5981764,5985909,4145
FBgn0001941,ifc,2L,5986348,5988854,2506
FBgn0031760,Tsp26A,2L,6000228,6003738,3510
FBgn0031763,CG13996,2L,6020835,6021718,883
FBgn0051643,CG31643,2L,6038117,6041283,3166
FBgn0031768,IPIP,2L,6048002,6050474,2472
FBgn0031769,CG9135,2L,6050800,6053877,3077
FBgn0031770,CG13995,2L,6054302,6060169,5867
FBgn0031772,CG13994,2L,6062989,6063671,682
FBgn0031774,CG9147,2L,6065997,6067635,1638
FBgn0031776,Pfdn1,2L,6069079,6069838,759
FBgn0051642,CG31642,2L,6118512,6120522,2010
FBgn0031784,CG9222,2L,6131023,6132484,1461
FBgn0031785,CG13991,2L,6139382,6145010,5628
FBgn0051639,CG31639,2L,6153840,6155141,1301
FBgn0031782,WDR79,2L,6125879,6127775,1896
FBgn0031779,CG9175,2L,6096698,6098966,2268
FBgn0031777,CG9154,2L,6069790,6070686,896
FBgn0031775,CG9150,2L,6067668,6068594,926
FBgn0031773,Fbw5,2L,6063562,6065953,2391
FBgn0031771,ND-51,2L,6060842,6062757,1915
FBgn0029161,slmo,2L,6046516,6048706,2190
FBgn0000052,Pfas,2L,6041181,6046050,4869
FBgn0031766,CG9117,2L,6036997,6037902,905
FBgn0025742,mtm,2L,6034731,6037015,2284
FBgn0031764,CG9107,2L,6022951,6024539,1588
FBgn0001170,H2.0,2L,6013059,6019402,6343
FBgn0001089,Gal,2L,6003574,6006827,3253
FBgn0031759,Kdm5,2L,5989400,5999501,10101
FBgn0000308,chic,2L,5972115,5981018,8903
FBgn0026755,Ugt37B1,2L,6225048,6226842,1794
FBgn0031791,AANATL2,2L,6255859,6256822,963
FBgn0260452,CG13984,2L,6308819,6309475,656
FBgn0015623,Cpr,2L,6338836,6346280,7444
FBgn0031803,ppk14,2L,6354956,6356672,1716
FBgn0031805,Nepl4,2L,6367882,6370190,2308
FBgn0043854,slam,2L,6372388,6377284,4896
FBgn0031808,Nepl5,2L,6381266,6383419,2153
FBgn0031811,CG13982,2L,6412315,6415335,3020
FBgn0031815,frj,2L,6456052,6459008,2956
FBgn0031820,Daxx,2L,6480929,6487576,6647
FBgn0027496,epsilonCOP,2L,6489090,6490194,1104
FBgn0051638,CG31638,2L,6491061,6496988,5927
FBgn0031824,CG9547,2L,6492974,6494532,1558
FBgn0031822,Phf5a,2L,6490155,6490843,688
FBgn0031818,CG9536,2L,6474438,6476975,2537
FBgn0031817,HemK1,2L,6466217,6467698,1481
FBgn0031816,Rchy1,2L,6459015,6465669,6654
FBgn0031814,retm,2L,6448464,6455929,7465
FBgn0011722,Tig,2L,6415179,6423310,8131
FBgn0031801,CG9498,2L,6349393,6351034,1641
FBgn0031800,CG9497,2L,6346430,6348427,1997
FBgn0031799,Pez,2L,6332881,6338671,5790
FBgn0031826,CG9550,2L,6497053,6498466,1413
FBgn0051637,CG31637,2L,6498647,6526996,28349
FBgn0031830,COX5B,2L,6557800,6559308,1508
FBgn0031831,COX5BL,2L,6559431,6560133,702
FBgn0031836,CG11050,2L,6611011,6617117,6106
FBgn0028467,Ube4A,2L,6658517,6662033,3516
FBgn0000392,cup,2L,6663664,6674780,11116
FBgn0031851,Aatf,2L,6717625,6719389,1764
FBgn0046704,Liprin-alpha,2L,6723903,6732766,8863
FBgn0031853,TTLL3B,2L,6732866,6736149,3283
FBgn0031855,meng,2L,6742502,6756133,13631
FBgn0051910,CG31910,2L,6744663,6745622,959
FBgn0031854,TTLL3A,2L,6736364,6740188,3824
FBgn0025777,homer,2L,6719394,6723359,3965
FBgn0025595,AkhR,2L,6711286,6716186,4900
FBgn0031850,Tsp,2L,6686791,6709086,22295
FBgn0031849,CG11327,2L,6684842,6686712,1870
FBgn0028703,Nhe3,2L,6677835,6684364,6529
FBgn0031848,Nse1,2L,6676649,6677625,976
FBgn0000351,cort,2L,6674682,6676635,1953
FBgn0028990,Spn27A,2L,6671065,6673347,2282
FBgn0031844,CG13771,2L,6662061,6663612,1551
FBgn0051636,CG31636,2L,6656459,6658152,1693
FBgn0051633,CG31633,2L,6654760,6656321,1561
FBgn0051635,CG31635,2L,6632798,6649114,16316
FBgn0051634,Oatp26F,2L,6625138,6632407,7269
FBgn0031837,DIP-iota,2L,6617134,6621700,4566
FBgn0031834,CG13766,2L,6564112,6566181,2069
FBgn0031832,Trmt6,2L,6559426,6562289,2863
FBgn0031829,IFT52,2L,6555717,6557502,1785
FBgn0031858,CG17378,2L,6774041,6778444,4403
FBgn0031860,Daao2,2L,6803011,6804372,1361
FBgn0051632,sens-2,2L,6821934,6838995,17061
FBgn0017551,Rca1,2L,6852315,6853866,1551
FBgn0031866,Nlg2,2L,6874900,6906656,31756
FBgn0031868,Rat1,2L,6908083,6911423,3340
FBgn0004838,Hrb27C,2L,6920704,6932057,11353
FBgn0020616,SA1,2L,6950421,6954586,4165
FBgn0031875,CG3430,2L,6957008,6959104,2096
FBgn0031877,Hmgcl,2L,6960377,6961653,1276
FBgn0021944,Coprox,2L,6964421,6965887,1466
FBgn0031879,uif,2L,6972828,7010359,37531
FBgn0016978,snRNP-U1-70K,2L,6968711,6971737,3026
FBgn0031878,sip2,2L,6961516,6964074,2558
FBgn0031876,Atac1,2L,6959099,6960328,1229
FBgn0031874,CG13775,2L,6954357,6956950,2593
FBgn0031873,Gas41,2L,6949310,6950207,897
FBgn0031872,ihog,2L,6945464,6948808,3344
FBgn0031871,Fgop2,2L,6943178,6945289,2111
FBgn0031869,CG18304,2L,6932545,6942814,10269
FBgn0028554,x16,2L,6914301,6920210,5909
FBgn0026196,nop5,2L,6916753,6918743,1990
FBgn0052829,CG32829,2L,6915581,6916445,864
FBgn0011737,Wee1,2L,6911090,6914138,3048
FBgn0042092,Polr1F,2L,6906666,6907844,1178
FBgn0031865,Nha1,2L,6860905,6870389,9484
FBgn0031861,CG17375,2L,6804324,6805792,1468
FBgn0042189,CG17376,2L,6799946,6800894,948
FBgn0015776,nrv1,2L,6778555,6786861,8306
FBgn0031857,LUBEL,2L,6759829,6772755,12926
